"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.canonical1","Input.canonical2","Input.canonical3","Input.canonical4","Answer.paraphrase1","Answer.paraphrase2","Answer.paraphrase3","Answer.paraphrase4","Approve","Reject"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","33FBRBDW6PFUISZ4WX6GRHQ3ZJU8CL","A2A4LHPXF2E2GS","Submitted","Thu Feb 26 04:37:33 PST 2015","Thu Feb 26 04:42:07 PST 2015","Fri Feb 27 04:42:07 PST 2015","","","","274","100% (408/408)","100% (408/408)","100% (198/198)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","What rivers have lengths equal or less than death valley?","What city has the least density?","What places have higher elevations than the colorado river's length?","What states have populations smaller than sacramento's?"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3CFVK00FWM10HIAMGV2HAMKZNXF6LA","A2RRYVYUDNK2GB","Submitted","Thu Feb 26 03:37:02 PST 2015","Thu Feb 26 03:37:51 PST 2015","Fri Feb 27 03:37:51 PST 2015","","","","49","100% (672/674)","100% (672/674)","100% (528/530)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","Name a river whose length is no greater than the elevation of Death Valley","Which city is smallest in population","What area is higher in elevation than the Colorado River is long","Which state has less population than the city of Sacramento"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3LRLIPTPERPQKE47L87SBR96UG4AK5","A29VL3MZE7YPBZ","Submitted","Thu Feb 26 04:55:06 PST 2015","Thu Feb 26 04:56:11 PST 2015","Fri Feb 27 04:56:11 PST 2015","","","","65","100% (33/33)","100% (33/33)","100% (33/33)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","What river's length is at most the elevation of Death Valley?","What city has the smallest density?","What location's elevation is larger than the length of the Colorado River?","What state"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3PWWM24LHTEHKA72Z4HAF4HHNSJ82E","A1X84CLJ7N1PLZ","Submitted","Thu Feb 26 05:14:04 PST 2015","Thu Feb 26 05:16:59 PST 2015","Fri Feb 27 05:16:59 PST 2015","","","","175","100% (152/152)","100% (152/152)","100% (75/75)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","Note the river that is less, or equivalent in length, to the elevation of Death Valley.","Find the city with the least density.","Find a place with a total elevation that makes it higher than the Colorado River is long.","Name the state with a population less than that of Sacramento."
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3S0TNUHWKUY4NK5IWT1RBN8LKJ8D8S","A3ODG942FG22PJ","Submitted","Thu Feb 26 05:13:22 PST 2015","Thu Feb 26 05:16:46 PST 2015","Fri Feb 27 05:16:46 PST 2015","","","","204","100% (31/31)","100% (31/31)","100% (31/31)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","Which river is as long as Death Valley is as high?","Which city has the smallest density?","Which locations have an elevation larger than the length of Colorado River?","Which states have a smaller population than Sacramento?"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3TU5ZICBREHYCT9N1F7BBMFK3YS8QN","A2HGRSPR50ENHL","Submitted","Thu Feb 26 03:32:11 PST 2015","Thu Feb 26 03:33:58 PST 2015","Fri Feb 27 03:33:58 PST 2015","","","","107","100% (45/45)","100% (45/45)","100% (38/38)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","What river is at most as long as the elevation of Death Valley?","What city has the smallest density?","What place has an elevation larger than the length of the Colorado River?","What state has a population smaller than Sacramento?"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3UJ1CZ6IZI5R2R5YVLPDU2KUJWG5SB","A4WSGXF5IARBH","Submitted","Thu Feb 26 04:55:00 PST 2015","Thu Feb 26 04:56:04 PST 2015","Fri Feb 27 04:56:04 PST 2015","","","","64","100% (188/188)","100% (188/188)","100% (187/187)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","What river's length is no greater than Death Valley's elevation?","What city has the least density?","What area's elevation is greater than that of Colorado River?","What state's population is lesser than that of Sacramento?"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3V0Z7YWSIZGFVM3F7XSK7I1PYQJV25","A2TEWO3WJ5YKGG","Submitted","Thu Feb 26 05:15:02 PST 2015","Thu Feb 26 05:19:30 PST 2015","Fri Feb 27 05:19:30 PST 2015","","","","268","100% (562/562)","100% (562/562)","100% (334/334)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","Which river' s length  is equal to the altitude of death valley?","Which is the most thinly populated city?","Which place 's altitude is greater than river Colorado 's length?","Which state  is thinly populated than Sacramento 's population?"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3WJEQKOXA9IOEDILDY1A6CD7LA41AT","A1ULLPIT6EU99K","Submitted","Thu Feb 26 05:04:17 PST 2015","Thu Feb 26 05:05:58 PST 2015","Fri Feb 27 05:05:58 PST 2015","","","","101","100% (345/345)","100% (345/345)","100% (313/313)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","river with length not more than elevation of death valley","city with smallest density","place with elevation more than length of colorado river","state with less population than sacramento"
"38RHULDV9YVTYCKSW8D6SGW1HM5WIB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Thu Feb 26 02:36:29 PST 2015","10","BatchId:1836781;","600","86400","Thu Mar 05 02:36:29 PST 2015","","","3XXU1SWE8NBO7OX3HFXAS7UXGIUA0V","A1CY44CGMVAHKT","Submitted","Thu Feb 26 03:07:53 PST 2015","Thu Feb 26 03:09:13 PST 2015","Fri Feb 27 03:09:13 PST 2015","","","","80","100% (36/36)","100% (36/36)","100% (36/36)","river whose length is at most elevation of death valley","city that has the smallest density","place whose elevation is larger than length of colorado river","state whose population is smaller than population of sacramento","What river is smaller than the elevation of Death Valley?","What city has the smallest density?","Cannot paraphrase","What state has a smaller population than Sacramento?"
