"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.canonical1","Input.canonical2","Input.canonical3","Input.canonical4","Answer.paraphrase1","Answer.paraphrase2","Answer.paraphrase3","Answer.paraphrase4","Approve","Reject"
"33KGGVH24UXXN6TKY6OM20TM9LSX13","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","37XITHEISXP00XE0V6CGIYL8PAKCR1","A2R085B34P2LYS","Submitted","Wed Feb 25 18:19:28 PST 2015","Wed Feb 25 18:20:20 PST 2015","Thu Feb 26 06:20:20 PST 2015","","","","52","100% (305/305)","100% (305/305)","100% (168/168)","article that multivariate data analysis cites and that multivariate data analysis cites","article that cites multivariate data analysis and whose venue is annals of statistics","article whose publication date is 2004 and that multivariate data analysis cites","article that article that won an award cites","Articles cited by multivariate data analysis","Articles published in annals of statistics that cite multivariate data analysis","Articles published in 2004 and cited by multivariate data analysis","Articles cited by award winning articles"
"33KGGVH24UXXN6TKY6OM20TM9LSX13","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3AMYWKA6YC28N3DJTNI923OTI1CO6Z","A32CIL5S21Y4MR","Submitted","Wed Feb 25 17:09:13 PST 2015","Wed Feb 25 17:10:21 PST 2015","Thu Feb 26 05:10:21 PST 2015","","","","68","100% (230/230)","100% (230/230)","100% (230/230)","article that multivariate data analysis cites and that multivariate data analysis cites","article that cites multivariate data analysis and whose venue is annals of statistics","article whose publication date is 2004 and that multivariate data analysis cites","article that article that won an award cites","What article is cited by multivariate data analysis?","What article citing multivariate data analysis was in annals of statistics?","What 2004 article was cited by multivariate data analysis?","What article was cited by the award winning article?"
"33KGGVH24UXXN6TKY6OM20TM9LSX13","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3FTYUGLFSV1L02MGYVUOZ3YUISC5DL","A3GNQDFPZALU92","Submitted","Wed Feb 25 18:54:54 PST 2015","Wed Feb 25 18:56:35 PST 2015","Thu Feb 26 06:56:35 PST 2015","","","","101","100% (162/162)","100% (162/162)","100% (102/102)","article that multivariate data analysis cites and that multivariate data analysis cites","article that cites multivariate data analysis and whose venue is annals of statistics","article whose publication date is 2004 and that multivariate data analysis cites","article that article that won an award cites","Which article cites Multivariate Data Analysis?","Which Annals of Statistics article cites Multivariate Data Analysis?","Which 2004 article cites Multivariate Data Analysis?","Which article cites an award-winning article?"
"33KGGVH24UXXN6TKY6OM20TM9LSX13","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3PWWM24LHTEHKA72Z4HAF4HHNQS28D","ANFWGSQ8BQRZ","Submitted","Wed Feb 25 14:53:21 PST 2015","Wed Feb 25 14:55:39 PST 2015","Thu Feb 26 02:55:39 PST 2015","","","","138","100% (50/50)","100% (50/50)","100% (50/50)","article that multivariate data analysis cites and that multivariate data analysis cites","article that cites multivariate data analysis and whose venue is annals of statistics","article whose publication date is 2004 and that multivariate data analysis cites","article that article that won an award cites","Articles cited by studies using multivariate data analysis","Articles in Annals of Statistics that cite multivariate data analysis","Articles published in 2004 cited in multivariate data analysis","Articles cited by award-winning articles"
"33KGGVH24UXXN6TKY6OM20TM9LSX13","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3VZLGYJEYMQX5MBMWJ2GIE8HZ85ZXV","A2RRYVYUDNK2GB","Submitted","Wed Feb 25 15:56:15 PST 2015","Wed Feb 25 15:57:09 PST 2015","Thu Feb 26 03:57:09 PST 2015","","","","54","100% (542/544)","100% (542/544)","100% (457/459)","article that multivariate data analysis cites and that multivariate data analysis cites","article that cites multivariate data analysis and whose venue is annals of statistics","article whose publication date is 2004 and that multivariate data analysis cites","article that article that won an award cites","Name an article citing multivariate data analysis","Name an article from the Annals of Statistics about multivariate data analysis","Name an article published in 2004 about multivariate data analysis","Name an article that won an award"
"3QTFNPMJC6YP680O4BA5WSM0KMVZNA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","31HQ4X3T3TQ54G8JN85KBRGR5KVSLX","A2RRYVYUDNK2GB","Submitted","Wed Feb 25 15:58:03 PST 2015","Wed Feb 25 15:58:46 PST 2015","Thu Feb 26 03:58:46 PST 2015","","","","43","100% (542/544)","100% (542/544)","100% (457/459)","article whose venue is annals of statistics and that multivariate data analysis cites","article that has more than two venue","article that multivariate data analysis cites","article that article whose publication date is 2004 cites","Name an article about multivariate data analysis found in the Annals of Statistics","Name an article found in more than two venues","Name an article about multivariate data analysis","Name an article published in 2004"
"3QTFNPMJC6YP680O4BA5WSM0KMVZNA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","32VNZTT0A8KX5T1L2R6YZ09KXXBR4B","A1ULLPIT6EU99K","Submitted","Wed Feb 25 19:25:43 PST 2015","Wed Feb 25 19:28:38 PST 2015","Thu Feb 26 07:28:38 PST 2015","","","","175","100% (286/286)","100% (286/286)","100% (254/254)","article whose venue is annals of statistics and that multivariate data analysis cites","article that has more than two venue","article that multivariate data analysis cites","article that article whose publication date is 2004 cites","Article that cites multivariate data analysis with venue annals of statistics","article with more than two venues","article that cites multivariate data analysis","Article whose publication date is 2004"
"3QTFNPMJC6YP680O4BA5WSM0KMVZNA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3K5TEWLKGWRJ67HHW0DCUY86NLMIV7","A3GNQDFPZALU92","Submitted","Wed Feb 25 18:59:34 PST 2015","Wed Feb 25 19:00:57 PST 2015","Thu Feb 26 07:00:57 PST 2015","","","","83","100% (162/162)","100% (162/162)","100% (102/102)","article whose venue is annals of statistics and that multivariate data analysis cites","article that has more than two venue","article that multivariate data analysis cites","article that article whose publication date is 2004 cites","What Annals of Statistics article cites Multivariate Data Analysis?","What article has over two venues?","What article cites Multivariate Data Analysis?","What article cites a 2004 article?"
"3QTFNPMJC6YP680O4BA5WSM0KMVZNA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3KWTYT0871J4YEA8BCSCIG6ZR1VL5Y","A32CIL5S21Y4MR","Submitted","Wed Feb 25 17:02:53 PST 2015","Wed Feb 25 17:03:39 PST 2015","Thu Feb 26 05:03:39 PST 2015","","","","46","100% (230/230)","100% (230/230)","100% (230/230)","article whose venue is annals of statistics and that multivariate data analysis cites","article that has more than two venue","article that multivariate data analysis cites","article that article whose publication date is 2004 cites","What article is in annals of statistics and is cited by multivariate data analysis?","What article has over two venues?","What article is cited by multivariate data analysis?","What article was cited by a 2004 article?"
"3QTFNPMJC6YP680O4BA5WSM0KMVZNA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Wed Feb 25 14:35:26 PST 2015","5","BatchId:1836236;","600","43200","Wed Mar 04 14:35:26 PST 2015","","","3ZR9AIQJUCP95ZHM8ENJF48XO7340H","A2R085B34P2LYS","Submitted","Wed Feb 25 18:16:41 PST 2015","Wed Feb 25 18:19:23 PST 2015","Thu Feb 26 06:19:23 PST 2015","","","","162","100% (305/305)","100% (305/305)","100% (168/168)","article whose venue is annals of statistics and that multivariate data analysis cites","article that has more than two venue","article that multivariate data analysis cites","article that article whose publication date is 2004 cites","Articles published in annals of statistics cited by multivariate data analysis","Articles with more than two venues","Articles cited by multivariate data analysis","Articles published in 2004 citations"
