"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.canonical1","Input.canonical2","Input.canonical3","Input.canonical4","Answer.paraphrase1","Answer.paraphrase2","Answer.paraphrase3","Answer.paraphrase4","Approve","Reject"
"3XUSYT70ITHJIB3LBNJAUO7KN95D04","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3AAPLD8UCDX4XK28LNVCT4J6PD0HTL","A32CIL5S21Y4MR","Submitted","Sat Feb 21 23:23:41 PST 2015","Sat Feb 21 23:24:45 PST 2015","Sun Feb 22 11:24:45 PST 2015","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","article whose publication date is larger than 2004","venue that is venue of more than two article","article whose publication date is 2004 and whose venue is annals of statistics","article that cites article whose venue is annals of statistics","What article was published after 2004?","Find a venue with more than two articles in it.","Find an article published in 2004 in annals of statistics.","What article cites an article from annals of statistics?"
"3XUSYT70ITHJIB3LBNJAUO7KN95D04","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3MX2NQ3YCAAZY8RXPVV0TA1MX0ZX55","A1ULLPIT6EU99K","Submitted","Sun Feb 22 00:22:58 PST 2015","Sun Feb 22 00:25:32 PST 2015","Sun Feb 22 12:25:32 PST 2015","","","","154","100% (52/52)","100% (52/52)","100% (27/27)","article whose publication date is larger than 2004","venue that is venue of more than two article","article whose publication date is 2004 and whose venue is annals of statistics","article that cites article whose venue is annals of statistics","Which article was published after 2004?","Which venue was venue for more than two articles publication?","Which article was published in 2004 at Annals of Statistics?","Any article that cites another article published in Annals of Statistics?"
"3XUSYT70ITHJIB3LBNJAUO7KN95D04","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3TXMY6UCAF40OWZ0IRNGD8B3SEYCQV","AD5IKFAK8KN4P","Submitted","Sat Feb 21 23:53:02 PST 2015","Sat Feb 21 23:55:53 PST 2015","Sun Feb 22 11:55:53 PST 2015","","","","171","100% (61/61)","100% (61/61)","100% (61/61)","article whose publication date is larger than 2004","venue that is venue of more than two article","article whose publication date is 2004 and whose venue is annals of statistics","article that cites article whose venue is annals of statistics","Articles published after 2004","What is the venue that is mentioned in more than two articles?","Article with publication date as 2004 and has the venue as Annals of Statistics","Article with the venue as Annals of Statistics"
"3XUSYT70ITHJIB3LBNJAUO7KN95D04","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3WLEIWSYHPXADL8V28BGSHAGP0OH2U","A11GZNNVLEWRGF","Submitted","Sat Feb 21 23:38:16 PST 2015","Sat Feb 21 23:39:07 PST 2015","Sun Feb 22 11:39:07 PST 2015","","","","51","100% (37/37)","100% (37/37)","100% (37/37)","article whose publication date is larger than 2004","venue that is venue of more than two article","article whose publication date is 2004 and whose venue is annals of statistics","article that cites article whose venue is annals of statistics","Articles published after 2004","Publications that have contained more than two articles","Articles published in Annals of Statistics in 2004","Articles that cite articles published in Annals of Statistics"
"3XUSYT70ITHJIB3LBNJAUO7KN95D04","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3ZR9AIQJUCP95ZHM8ENJF48XNXC041","A4WSGXF5IARBH","Submitted","Sat Feb 21 20:39:00 PST 2015","Sat Feb 21 20:40:23 PST 2015","Sun Feb 22 08:40:23 PST 2015","","","","83","100% (46/46)","100% (46/46)","100% (46/46)","article whose publication date is larger than 2004","venue that is venue of more than two article","article whose publication date is 2004 and whose venue is annals of statistics","article that cites article whose venue is annals of statistics","What article has a publication date greater than 2004?","What venue is of more than two articles?","What article about annals and statistics has a publication ate of 2004?","What article cites other articles about annals of statistics?"
"3DTJ4WT8BDVLC2NBBC7M65SR5SOZEA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","340UGXU9DZHOFYCHQH2QD1WHG6IUVF","A32CIL5S21Y4MR","Submitted","Sat Feb 21 23:16:36 PST 2015","Sat Feb 21 23:17:28 PST 2015","Sun Feb 22 11:17:28 PST 2015","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","article that has at least two author","article whose author is efron and whose venue is annals of statistics","venue that is venue of article that won an award","venue that is venue of at least two article","Find an article with two or more authors.","What efron article has the venue annals of statistics?","Find a venue of an award winning article.","What venue has two or more articles?"
"3DTJ4WT8BDVLC2NBBC7M65SR5SOZEA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3EO896NRAXB0OQXY9NYX5HZL252TJ0","A3HEEJU34TVU1","Submitted","Sat Feb 21 21:49:17 PST 2015","Sat Feb 21 21:50:29 PST 2015","Sun Feb 22 09:50:29 PST 2015","","","","72","100% (5/5)","100% (5/5)","100% (5/5)","article that has at least two author","article whose author is efron and whose venue is annals of statistics","venue that is venue of article that won an award","venue that is venue of at least two article","Articles with two or more authors","Articles by Efron in annals of statistics","Award winning article publication venue","Publications with at least two articles"
"3DTJ4WT8BDVLC2NBBC7M65SR5SOZEA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3K772S5NP9R281KBVS6HUIJ5M38HEQ","A4WSGXF5IARBH","Submitted","Sat Feb 21 20:33:41 PST 2015","Sat Feb 21 20:35:28 PST 2015","Sun Feb 22 08:35:28 PST 2015","","","","107","100% (46/46)","100% (46/46)","100% (46/46)","article that has at least two author","article whose author is efron and whose venue is annals of statistics","venue that is venue of article that won an award","venue that is venue of at least two article","What article has at least two authors?","What article was written by Efron and discusses annals of statistics?","What venue is about an article that won an award?","What venue is about at least two articles?"
"3DTJ4WT8BDVLC2NBBC7M65SR5SOZEA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3WMINLGALCJ81GSJTVQUN8WYOW7CAJ","AD5IKFAK8KN4P","Submitted","Sat Feb 21 21:06:27 PST 2015","Sat Feb 21 21:13:19 PST 2015","Sun Feb 22 09:13:19 PST 2015","","","","412","100% (61/61)","100% (61/61)","100% (61/61)","article that has at least two author","article whose author is efron and whose venue is annals of statistics","venue that is venue of article that won an award","venue that is venue of at least two article","Articles that have a minimum of two authors","Article authored by Efron and has the Annals of Statistics as its venue","Venue that won an award based on the article","Venue that is mentioned in at least  two articles"
"3DTJ4WT8BDVLC2NBBC7M65SR5SOZEA","3027X0504KB4LHV89WPRIQAT1P135W","Writing queries for a publication-searching app","Given a few queries for a publications app (like Google scholar), rephrase the queries in a more natural way","writing, paraphrasing, app commands","$0.15","Sat Feb 21 20:11:35 PST 2015","5","BatchId:1831237;","600","43200","Sat Feb 28 20:11:35 PST 2015","","","3YWRV122CTFQ4MG4IORGLNC958CU85","A2R085B34P2LYS","Submitted","Sat Feb 21 20:51:32 PST 2015","Sat Feb 21 20:54:11 PST 2015","Sun Feb 22 08:54:11 PST 2015","","","","159","100% (194/194)","100% (194/194)","100% (194/194)","article that has at least two author","article whose author is efron and whose venue is annals of statistics","venue that is venue of article that won an award","venue that is venue of at least two article","Articles written by at least two authors","Articles written by efron and published in the annals of statistics","Articles that won an award","Venues that have published at least two articles"
