"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.canonical1","Input.canonical2","Input.canonical3","Input.canonical4","Answer.paraphrase1","Answer.paraphrase2","Answer.paraphrase3","Answer.paraphrase4","Approve","Reject"
"386659BNTLXPQGN9VUZFTM6BYC2102","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","6","BatchId:1831155;","600","57600","Sat Feb 28 21:39:56 PST 2015","","","36PW28KO40CNYECXPMWPDWW198GEAA","A2RRYVYUDNK2GB","Approved","Sat Feb 21 20:09:03 PST 2015","Sat Feb 21 20:09:50 PST 2015","Sun Feb 22 12:09:50 PST 2015","2015-02-22T20:13:48.000Z","","","47","100% (427/429)","100% (427/429)","100% (402/404)","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit","A word beginning with a character and ending with ""abc""","A line ending with the number '123' followed by the word 'abc'","A word that does not begin with a capital letter","A number ending with ""123"" followed by a digit"
"386659BNTLXPQGN9VUZFTM6BYC2102","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","6","BatchId:1831155;","600","57600","Sat Feb 28 21:39:56 PST 2015","","","39LOEL67OTL65S3L34VFYEM9SVL38Z","A1Z048705962W6","Approved","Sat Feb 21 18:03:31 PST 2015","Sat Feb 21 18:04:34 PST 2015","Sun Feb 22 10:04:34 PST 2015","2015-02-22T18:08:48.000Z","","","63","100% (84/84)","100% (84/84)","100% (84/84)","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit","A word that starts with a character and ends with `` abc ''","A line that ends with `` abc '' after `` 123 ''","A word that does not start with a capital letter","A number that ends with `` 123 '' before a digit"
"386659BNTLXPQGN9VUZFTM6BYC2102","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","6","BatchId:1831155;","600","57600","Sat Feb 28 21:39:56 PST 2015","","","3VHHR074H4XJLIORZ579G0KVHX87LW","A23V8NHNBQNSOZ","Approved","Sat Feb 21 18:57:23 PST 2015","Sat Feb 21 18:58:20 PST 2015","Sun Feb 22 10:58:20 PST 2015","2015-02-22T18:58:55.000Z","","","57","100% (307/307)","100% (307/307)","100% (307/307)","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit","Words that begin with a character and end with 'abc'.","Lines that end with 'abc' after '123'.","Words that do not begin with a capital letter.","Numbers that end with '123' before a digit."
"386659BNTLXPQGN9VUZFTM6BYC2102","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","6","BatchId:1831155;","600","57600","Sat Feb 28 21:39:56 PST 2015","","","3VZLGYJEYMQX5MBMWJ2GIE8HYZXZX4","A3URW8DWGJVYFX","Rejected","Sat Feb 21 19:59:40 PST 2015","Sat Feb 21 20:00:03 PST 2015","Sun Feb 22 12:00:03 PST 2015","","Sat Feb 21 21:39:56 PST 2015","Poor quality; copying input to output directly despite instructions to contrary.","23","22% (93/416)","22% (93/416)","22% (93/416)","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit"
"386659BNTLXPQGN9VUZFTM6BYC2102","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","6","BatchId:1831155;","600","57600","Sat Feb 28 21:39:56 PST 2015","","","3WLEIWSYHPXADL8V28BGSHAGP0FH2L","A19LTHK3TA57SF","Approved","Sat Feb 21 19:24:18 PST 2015","Sat Feb 21 19:28:17 PST 2015","Sun Feb 22 11:28:17 PST 2015","2015-02-22T19:28:58.000Z","","","239","100% (20/20)","100% (20/20)","100% (20/20)","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit","What is the word that starts with a character and ends with ""abc""?","Mention the line that ends with word""abc"", followed by number ""123"".","What is the word that does not start with a capital letter?","Which number ends with ""123"" before a digit?"
"386659BNTLXPQGN9VUZFTM6BYC2102","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","6","BatchId:1831155;","600","57600","Sat Feb 28 21:39:56 PST 2015","","","3XIQGXAUMDOELC5GDOAXRUFIO6U7XU","A8VBDRZPXTP8F","Approved","Sat Feb 21 23:52:04 PST 2015","Sat Feb 21 23:52:49 PST 2015","Sun Feb 22 15:52:49 PST 2015","2015-02-22T23:53:58.000Z","","","45","100% (324/324)","100% (324/324)","100% (324/324)","word that starts with character and that ends with `` abc ''","line that ends with the word `` abc '' after the number `` 123 ''","word that not starts with capital letter","number that ends with `` 123 '' before digit","Words that begins with a character and stops after 'acb'","Lines that stops after the word 'abc' and also the number '123'","Words that do not begin with a capital letter","Numbers that stops after a '123' before any digits"
"3E9VAUV7BWUIHZWUZL3HWFTYEJMYAN","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","7","BatchId:1831155;","600","57600","Sat Feb 28 21:33:20 PST 2015","","","33SA9F9TRYAK5RF0QRSHVLTS1ROEWQ","AQARFNSJBQBKO","Approved","Sat Feb 21 22:13:49 PST 2015","Sat Feb 21 22:14:32 PST 2015","Sun Feb 22 14:14:32 PST 2015","2015-02-22T22:18:47.000Z","","","43","100% (126/126)","100% (126/126)","100% (126/126)","word that contains capital letter and that starts with capital letter","word that ends with vowel and that starts with letter","line that ends with letter and that contains `` abc ''","line that contains vowel and that contains lowercase letter","Word that starts with any uppercase letter","Word that begins with any letter and ends with any vowel","Line ending with any letter and has 'abc' in it","Line with a vowel and lowercase letter in it"
"3E9VAUV7BWUIHZWUZL3HWFTYEJMYAN","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","7","BatchId:1831155;","600","57600","Sat Feb 28 21:33:20 PST 2015","","","37KGEN7NJ46YI97PNJUXX3K0M1FPPJ","A3URW8DWGJVYFX","Rejected","Sat Feb 21 18:53:39 PST 2015","Sat Feb 21 18:54:43 PST 2015","Sun Feb 22 10:54:43 PST 2015","","Sat Feb 21 21:37:04 PST 2015","Poor quality; copying input to output directly despite instructions to contrary.","64","22% (93/416)","22% (93/416)","22% (93/416)","word that contains capital letter and that starts with capital letter","word that ends with vowel and that starts with letter","line that ends with letter and that contains `` abc ''","line that contains vowel and that contains lowercase letter","Word that contains capital letter and that starts with capital letter","Word that ends with vowel and that starts with letter","Line that ends with letter and that contains `` abc ''","Line that contains vowel and that contains lowercase letter"
"3E9VAUV7BWUIHZWUZL3HWFTYEJMYAN","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","7","BatchId:1831155;","600","57600","Sat Feb 28 21:33:20 PST 2015","","","39KFRKBFIOBA6NNPZ6D1LU8MG1WOY5","A8VBDRZPXTP8F","Approved","Sat Feb 21 23:07:40 PST 2015","Sat Feb 21 23:08:27 PST 2015","Sun Feb 22 15:08:27 PST 2015","2015-02-22T23:08:58.000Z","","","47","100% (324/324)","100% (324/324)","100% (324/324)","word that contains capital letter and that starts with capital letter","word that ends with vowel and that starts with letter","line that ends with letter and that contains `` abc ''","line that contains vowel and that contains lowercase letter","Words that uses and starts with a capital letter","Words that ends with a vowel and begins with a letter","Lines that ends with a letter and uses 'abc'","Lines that uses vowels, but also lowercase letters"
"3E9VAUV7BWUIHZWUZL3HWFTYEJMYAN","35I9CFS6VHFJBKDRUZWEMWCIK7Z5IZ","Paraphrasing text descriptions","Given a few descriptions of text patterns, rephrase the descriptions in a more natural way","writing, paraphrasing, text patterns","$0.15","Sat Feb 21 17:28:35 PST 2015","7","BatchId:1831155;","600","57600","Sat Feb 28 21:33:20 PST 2015","","","3JJVG1YBECDSL5OWKZ3I4DAUEXWB5V","A1YG4ZN78HHICE","Approved","Sat Feb 21 17:42:08 PST 2015","Sat Feb 21 17:48:39 PST 2015","Sun Feb 22 09:48:39 PST 2015","2015-02-22T17:48:50.000Z","","","391","100% (7/7)","100% (7/7)","100% (7/7)","word that contains capital letter and that starts with capital letter","word that ends with vowel and that starts with letter","line that ends with letter and that contains `` abc ''","line that contains vowel and that contains lowercase letter","The word should start and contain a capital letter","The word starts with a letter and ends with a vowel.","Line will contain 'abc' and end with a letter","The line contains both a lowercase letter and a vowel"
