"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.canonical1","Input.canonical2","Input.canonical3","Input.canonical4","Answer.paraphrase1","Answer.paraphrase2","Answer.paraphrase3","Answer.paraphrase4","Approve","Reject"
"301KG0KX9C17Q1B1C66E4XFXCWO2HM","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:28:52 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:28:52 PST 2015","","","30H4UDGLT3YSX6ACV325GZQ5HTTMP3","A2A4LHPXF2E2GS","Submitted","Fri Feb 20 06:41:08 PST 2015","Fri Feb 20 06:42:20 PST 2015","Sat Feb 21 06:42:20 PST 2015","","","","72","100% (210/210)","100% (210/210)","100% (200/200)","cities that border less than two rivers","capitals that have the largest population","states that have the most density","places that traverse the least places","What cities border a river?","What capitals have the largest population?","What states are the densest?","What places are the most remote?"
"301KG0KX9C17Q1B1C66E4XFXCWO2HM","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:28:52 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:28:52 PST 2015","","","31EUONYN2WJT2TSKUVQHEV4SYH2VO5","A1FHS282JP487T","Submitted","Fri Feb 20 04:37:48 PST 2015","Fri Feb 20 04:41:33 PST 2015","Sat Feb 21 04:41:33 PST 2015","","","","225","100% (22/22)","100% (22/22)","100% (22/22)","cities that border less than two rivers","capitals that have the largest population","states that have the most density","places that traverse the least places","what cities have no more than two rivers","what capitals have the most population","what are the most dense states","what places traverse the fewest places"
"301KG0KX9C17Q1B1C66E4XFXCWO2HM","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:28:52 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:28:52 PST 2015","","","384PI804XTHS7KJXYFJ1D7O31AQS05","A2R085B34P2LYS","Submitted","Fri Feb 20 02:27:23 PST 2015","Fri Feb 20 02:28:04 PST 2015","Sat Feb 21 02:28:04 PST 2015","","","","41","100% (139/139)","100% (139/139)","100% (139/139)","cities that border less than two rivers","capitals that have the largest population","states that have the most density","places that traverse the least places","Which cities border less than two rivers?","Which capitals are the most populated?","What are the densest states?","cannot paraphrase"
"301KG0KX9C17Q1B1C66E4XFXCWO2HM","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:28:52 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:28:52 PST 2015","","","3EJPLAJKENWKM7RQVWTQI1VX1SM6ZZ","AHXJBZGQL5SFS","Submitted","Fri Feb 20 06:39:16 PST 2015","Fri Feb 20 06:40:24 PST 2015","Sat Feb 21 06:40:24 PST 2015","","","","68","100% (67/67)","100% (67/67)","100% (67/67)","cities that border less than two rivers","capitals that have the largest population","states that have the most density","places that traverse the least places","Cities that border one river.","What capitals have the largest population?","What states are the most dense?","What places traverse the fewest places?"
"301KG0KX9C17Q1B1C66E4XFXCWO2HM","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:28:52 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:28:52 PST 2015","","","3NPI0JQDAPLWA10W403H2DLXB1PPT7","AURYD2FH3FUOQ","Submitted","Fri Feb 20 06:27:49 PST 2015","Fri Feb 20 06:36:30 PST 2015","Sat Feb 21 06:36:30 PST 2015","","","","521","0% (0/0)","0% (0/0)","0% (0/0)","cities that border less than two rivers","capitals that have the largest population","states that have the most density","places that traverse the least places","cannot paraphrase","What capital city has the largest population?","What state has the highest density of people?","cannot paraphrase"
"30EMX9PEVKZRXQT7C6OH878T27RKSB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:29:09 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:29:09 PST 2015","","","34BBWHLWHBRWLWHMMAI8G0RKTH9IWB","A1ZFLC209CRCWR","Submitted","Fri Feb 20 05:55:53 PST 2015","Fri Feb 20 05:57:06 PST 2015","Sat Feb 21 05:57:06 PST 2015","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","cities that contain less than two mountains","places that contain sacramento","states that have the least density","places that traverse at least two capitals","Which citites contain one mountain or less?","What are the place around Sacramento?","Which states the the least dense?","What places traverse more than two capitals?"
"30EMX9PEVKZRXQT7C6OH878T27RKSB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:29:09 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:29:09 PST 2015","","","3JCG6DTRV464IX9JN9OBXD0KWQDQQM","AD5IKFAK8KN4P","Submitted","Fri Feb 20 06:46:23 PST 2015","Fri Feb 20 06:48:08 PST 2015","Sat Feb 21 06:48:08 PST 2015","","","","105","100% (1/1)","100% (1/1)","100% (1/1)","cities that contain less than two mountains","places that contain sacramento","states that have the least density","places that traverse at least two capitals","Name cities with a mountain","Name important places in Sacramento","Name the state with the least population density","Name rivers that traverse through two or more capitals"
"30EMX9PEVKZRXQT7C6OH878T27RKSB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:29:09 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:29:09 PST 2015","","","3JZQSN0I3RQGEJPW6X85R0S4J1PGFH","A2TEWO3WJ5YKGG","Submitted","Fri Feb 20 05:27:10 PST 2015","Fri Feb 20 05:29:23 PST 2015","Sat Feb 21 05:29:23 PST 2015","","","","133","100% (228/228)","100% (228/228)","100% (228/228)","cities that contain less than two mountains","places that contain sacramento","states that have the least density","places that traverse at least two capitals","What are the locations that have less than two mountains within its limits?","What are the areas that have Sacramento running through it?","What are the thinly populated states?","What are the places found in a minimum of two capital cities?"
"30EMX9PEVKZRXQT7C6OH878T27RKSB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:29:09 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:29:09 PST 2015","","","3PZDLQMM0U1JWDXFGGXFHQD0C5X2CE","A29VL3MZE7YPBZ","Submitted","Fri Feb 20 06:30:42 PST 2015","Fri Feb 20 06:33:32 PST 2015","Sat Feb 21 06:33:32 PST 2015","","","","170","0% (0/0)","0% (0/0)","0% (0/0)","cities that contain less than two mountains","places that contain sacramento","states that have the least density","places that traverse at least two capitals","What are the cities that contain less than two mountains?","What locations contain Sacramento?","What states have the least density?","cannot paraphrase"
"30EMX9PEVKZRXQT7C6OH878T27RKSB","33VSRLCQV0H100B18VJN3C5701OXCY","Writing commands for geography app","Given a few queries for a geography app, rephrase the queries in a more natural way","writing, geography, paraphrasing, linguistics","$0.15","Fri Feb 20 01:29:09 PST 2015","5","BatchId:1829373;","600","86400","Fri Feb 27 01:29:09 PST 2015","","","3R2UR8A0IBWL6IXFUARZ2G1DESJOXA","A2RRYVYUDNK2GB","Submitted","Fri Feb 20 07:12:41 PST 2015","Fri Feb 20 07:13:26 PST 2015","Sat Feb 21 07:13:26 PST 2015","","","","45","99% (144/146)","99% (144/146)","98% (119/121)","cities that contain less than two mountains","places that contain sacramento","states that have the least density","places that traverse at least two capitals","Which cities have fewer than two mountains?","In which state is Sacramento located?","Which states are lowest in population density?","Which rivers run through at least two capital cities?"
